year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin11_0,fin11_1,fin11_2,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin36a,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin41a,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32,fin46,fin47,fin48a,fin48b,fin48c,fin48d,fin48e,fin48f,fin49a,fin49b,fin49c,fin49d,fin49e,fin49f,fin50,fin51
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,159863249,0.947948508,1,62,1,1,2,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,3,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,159984933,0.502365317,2,41,2,2,1,2,1,0,1,1,0,0,1,4,4,4,0,2,3,1,1,1,1,2,2,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,2,,2,2,2,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,2,1,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,4,1,1,2,2,,2,2,1,2,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160037166,1.423468181,1,30,3,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,3,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160094285,0.386362102,1,20,2,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,7,,2,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,2,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160183056,1.466159534,2,22,3,5,2,2,1,1,1,1,0,1,4,4,4,4,1,2,1,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,,1,2,,2,2,2,,2,2,2,,,2,7,,1,2,,,,2,2,,1,1,1,3,1,1,1,1,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160293907,0.327487737,2,45,2,3,1,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,2,2,,2,1,,1,2,,1,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160326544,2.123803777,1,30,1,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,3,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,2,1,2,2,2,2,2,1,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160336536,0.636143786,1,50,2,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,2,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,2,2,,1,,2,1,2,,2,2,,2,1,,4,1,3,,2,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160500873,1.251287294,2,40,1,1,1,2,0,0,0,0,1,0,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160535805,0.550040007,2,45,3,5,1,1,1,1,1,1,0,1,1,4,4,4,0,2,3,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,,2,2,,2,2,2,,2,2,2,,,2,2,3,2,2,,,,2,2,,1,1,2,,2,,2,,2,1,2,2,,1,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,1,2,,2,1,,1,1,3,,2,2,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160541300,0.430727009,2,42,2,2,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160625076,1.342559748,2,27,2,1,1,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160789573,0.743361601,2,53,1,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,7,,4,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160811121,0.502365317,2,41,2,4,1,2,0,0,0,0,0,0,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,2,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160848973,1.197341498,2,17,2,5,2,2,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,1,2,1,2,1,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,1,,,2,2,1,2,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,1,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160916627,0.343505011,2,37,2,4,1,1,1,1,1,1,0,1,4,4,4,4,0,2,2,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,2,,4,2,2,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160939785,0.939443606,1,29,1,4,2,1,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,1,2,1,2,2,,,,2,2,1,2,,,,,,,,,,,2,,2,,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,2,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160953756,1.013788208,2,66,3,5,2,2,1,0,1,1,0,1,4,4,1,4,1,2,3,1,1,1,1,2,2,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,2,1,,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,1,1,3,,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,1,1,2,,,2,2,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,2,,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,160999554,0.388806913,2,43,2,2,1,1,0,0,0,0,1,0,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,7,,1,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,2,1,2,,2,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,161206024,0.577377087,1,38,2,4,2,2,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,1,2,2,,,,2,2,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,1,2,,1,1,,3,1,3,,1,1,2,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,161434078,0.718547584,2,33,2,5,1,1,1,1,1,1,1,1,1,4,4,4,0,2,2,1,1,2,1,2,2,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,1,2,1,1,1,,2,1,3,2,,,,2,2,,1,2,2,,2,,1,2,2,1,2,2,,1,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,161800068,1.035696083,2,20,2,1,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,2,1,1,2,2,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,1,,2,1,2,,2,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162023294,1.20258232,2,64,1,5,2,2,1,0,1,0,1,0,4,4,1,4,0,2,2,1,1,2,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,7,,1,2,,,,2,2,,1,2,2,,1,2,1,2,2,1,2,2,,1,2,,,,,,,,,2,1,1,2,,,1,2,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162025654,0.494759552,1,24,2,3,2,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,5,2,2,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,1,1,,2,1,2,,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162030972,0.577392974,2,76,1,5,2,1,1,0,1,0,0,1,4,1,1,4,0,2,3,1,1,2,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,2,,2,2,,2,,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,1,1,2,,,1,2,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162083735,1.254218476,1,67,1,3,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162168971,1.381145774,1,43,3,3,2,1,0,0,0,0,1,0,4,4,4,4,0,2,2,0,2,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,2,1,5,1,2,2,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,2,,2,2,,2,1,,2,1,3,,1,1,2,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162184872,0.475666582,2,56,2,3,1,1,1,1,1,1,0,0,4,1,4,4,0,2,1,1,1,1,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,7,,1,2,,,,2,2,,5,2,2,,2,,1,1,2,1,2,2,,1,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162212464,1.63994409,1,55,1,3,2,1,1,0,1,1,1,0,4,1,4,4,0,4,3,1,1,1,1,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,2,2,1,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,3,0,2,1,2,2,1,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162294434,0.955109084,2,47,1,3,1,1,0,0,0,0,1,0,2,4,4,2,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162450860,0.522804934,2,50,2,2,1,2,0,0,0,0,1,0,4,4,4,4,0,2,2,0,2,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,1,2,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162479680,1.490979091,2,20,3,5,1,2,1,1,1,1,0,1,2,4,4,4,0,2,3,1,1,2,2,3,2,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,2,3,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162583440,0.422968079,1,43,2,4,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,2,2,2,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162787862,0.403002104,1,39,2,4,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,2,,1,,2,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162852401,0.430670371,1,37,2,4,2,1,0,1,1,1,0,1,4,4,4,4,0,2,3,1,2,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,2,,2,2,2,,,2,1,3,1,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,2,,2,2,,2,1,,1,2,,1,2,2,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162948873,1.558974688,1,44,1,1,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,1,2,2,3,3,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,2,1,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,4,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,162952316,1.209749553,2,50,3,1,1,2,1,0,1,1,0,0,1,4,4,4,0,2,3,1,1,1,1,2,2,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,1,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,3,1,1,2,2,,2,2,1,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,163055342,0.872813331,1,16,2,3,2,2,0,0,0,0,1,0,2,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,7,,4,2,,,,,,,,,,,1,2,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,2,,2,2,1,2,2,1,2,2,2,2,1,2,,
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),77385958,163381979,0.314416583,2,47,2,3,1,2,1,0,1,1,1,0,1,4,4,4,0,4,1,1,1,1,1,2,2,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,2,2,,,,2,2,4,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,2,,1,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
